,Cultivar,Neighborhood,Location,Blooming,Longitude,Latitude,id,Description,ForumLink,PicLink,Favorate,Start,End
768,Ama-no-gawa,Victoria-Fraserview,7705 Jasper Cres,04/12-04/26,-123.07011408236696,49.21449537642641,3322,"Two 'Ama-no-gawa' around the southwest corner of E.61st Ave and Jasper Crescent, one on E. 61st Ave and the other on Jasper Crescent.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337158&postcount=67,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132342&d=1429251024;http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132346&d=1429251121,0,04/12,04/26
769,Ama-no-gawa,Riley Park,5033 Kersland Dr,04/12-04/26,-123.11596912768556,49.23997130569795,3331,One tall 'Ama-no-gawa' in a yard on Kersland north of 35th,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337194&postcount=129,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132436&d=1429327677,0,04/12,04/26
770,Ama-no-gawa,Riley Park,226 Talisman Ave,04/12-04/26,-123.11049742129518,49.24651333210639,3346,'Ama-no-gawa' at 226 Talisman east of Yukon.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337270&postcount=131,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132568&d=1429413613,0,04/12,04/26
771,Ama-no-gawa,Surrey,13000-13198 80 Ave,04/12-04/26,-122.86015076068117,49.148011206816605,3348,2 mature 'Ama-no-gawa' at 80 Ave east from 130St.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337411&postcount=121,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132811&d=1429571230,0,04/12,04/26
772,Ama-no-gawa,Surrey,8312 128 St,04/12-04/26,-122.86772531893922,49.15389178180124,3349,8 young 'Ama-no-gawa' at 80 Ave east from 130St.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337411&postcount=121,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132814&d=1429571763,0,04/12,04/26
773,Ama-no-gawa,Surrey,9886-9922 151 St,04/12-04/26,-122.80347031977846,49.182547836347474,3358,8 'Ama-no-gawa' at small cul de sac from 151St near 99aAve,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337478&postcount=127,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132920&d=1429660257,0,04/12,04/26
774,Ama-no-gawa,New Westminster,1006 Eighth Ave,04/12-04/26,-122.93087488372805,49.21221971015134,3377,One 'Ama-no-gawa' protruding through a hedge to the street on Eighth Avenue west of 10th Street,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337566&postcount=36,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=133047&d=1429846209,0,04/12,04/26
775,Ama-no-gawa,New Westminster,402 Eighth Ave,04/12-04/26,-122.9215367730427,49.21727695406746,3378,Four or five 'Ama-no-gawa' street trees on Eighth Avenue between 4th adn 5th Street,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337566&postcount=36,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=133048&d=1429846338,0,04/12,04/26
776,Ama-no-gawa,Surrey,9128 152 St,04/12-04/26,-122.80084786042022,49.16910038847824,3397,Line of several Amanogawa along 152St near 92 Ave.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337029&postcount=108,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132032&d=1429074165,0,04/12,04/26
777,Ama-no-gawa,Surrey,15452 88 Ave,04/12-04/26,-122.79462513550567,49.163053243057945,3398,Amanogawa at Fraser Hwy & 88Ave nw. intersection,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337029&postcount=108,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132029&d=1429073355,0,04/12,04/26
778,Ama-no-gawa,Surrey,8760-8770 156 St,04/12-04/26,-122.79048380478667,49.162099101619766,3399,Amanogawa at gas station Town Pantry(Fraser Hwy & 156St),http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337029&postcount=108,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132027&d=1429073242,0,04/12,04/26
779,Ama-no-gawa,Surrey,14640-14658 72a Ave,04/12-04/26,-122.8168925171509,49.134633457195925,3409,72a Ave planted with 'Ama-no-gawa' trees east from 146Str. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337728&postcount=136,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=133244&d=1430190305,0,04/12,04/26
780,Ama-no-gawa,Surrey,7495 132 St,04/12-04/26,-122.85860580828859,49.13963123424843,3410,"More than 30 'Ama-no-gawa' trees are around buildings 7565, 7495, 7455 on 132Str south from 76Ave.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337783&postcount=137,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=133308&d=1430350544,0,04/12,04/26
781,Ama-no-gawa,Port Moody,3512 Marine Ave,04/17-05/01,-122.90677912911997,49.322136406735225,3690,"'Ama-no-gawa' trees at 3512 Marine Ave, Anmore",http://forums.botanicalgarden.ubc.ca/threads/port-moody.85580/#post-346766,http://forums.botanicalgarden.ubc.ca/attachments/20160402_3512marineaveanmore_amanogawa_nadia-jpg.140238/,0,04/17,05/01
782,Ama-no-gawa,West End / Stanley Park,1491 Beach Ave,04/09-04/23,-123.14038795855714,49.28229001984182,3713,"Two young 'Ama-no-gawa' on South wall of Kensington Place, facing Beach Ave",http://forums.botanicalgarden.ubc.ca/threads/west-end-stanley-park.35159/#post-346965,http://forums.botanicalgarden.ubc.ca/attachments/20160408-beachnicola-amano-gawa-willard_0517-jpg.140556/,0,04/09,04/23
783,Ama-no-gawa,Surrey,16703 22A Ave,04/12-04/26,-122.75741142657472,49.04284320785978,3716,Line of Amanogawa trees along 168Str. from 22ave. to 23 ave.,http://forums.botanicalgarden.ubc.ca/threads/surrey-and-north-delta.61844/#post-347036,http://forums.botanicalgarden.ubc.ca/attachments/20160410_168str23ave_amanogawa_nadia-jpg.140710/,0,04/12,04/26
784,Ama-no-gawa,Richmond,10251 st edwards dr,04/12-04/26,-123.11014873412324,49.18676943172531,3717,One 'Ama-no-gawa' at the parking lot of the Sandman Inn.,http://forums.botanicalgarden.ubc.ca/threads/richmond.37705/#post-347158,http://forums.botanicalgarden.ubc.ca/attachments/20160413_sandmanhotel-richmond_amanogawa_alice_image001-jpg.140874/;http://forums.botanicalgarden.ubc.ca/attachments/20160413_sandmanhotel-richmond_amanogawa_alice_image003-jpg.140873/,0,04/12,04/26
785,Ama-no-gawa,UBC,5868 Agronomy Rd,04/12-04/26,-123.24186129000856,49.263109659324726,3719,"Row of relatively young 'Ama-no-gawa' outside Sitka on Agronomy Rd, between Wesbrook Mall and Western Pkwy. Beyond Western Pkway, you'll see mature 'Kanzan' trees as well.",http://forums.botanicalgarden.ubc.ca/threads/ubc.36223/#post-347138,http://forums.botanicalgarden.ubc.ca/attachments/20160413_agronomywesternpkway_yong_p4130015-jpg.140856/,0,04/12,04/26
786,Ama-no-gawa,Surrey,1660 168 St,04/12-04/26,-122.75599522021486,49.03212422861321,3721,"Darts Hill Garden, 'Ama-no-gawa'",http://forums.botanicalgarden.ubc.ca/threads/surrey-and-north-delta.61844/#post-347226,http://forums.botanicalgarden.ubc.ca/attachments/20160416_amanogawa_dartshillgarden_nadia5-jpg.140962/,0,04/12,04/26
787,Ama-no-gawa,Port Moody,3130 St Johns St,04/17-05/01,-122.8393904629059,49.27697066723515,3740,Beautiful 'Ama-no-gawa' among 'Akebono' trees at 7A hwy near Buller Rd ,http://forums.botanicalgarden.ubc.ca/threads/port-moody.85580/#post-347332,http://forums.botanicalgarden.ubc.ca/attachments/20160402_7ahwybullerstr_amanogawa_nadia-jpg.141091/,0,04/17,05/01
788,Ama-no-gawa,Port Moody,88 Grant St,04/17-05/01,-122.85251182940675,49.27699866533443,4067,2 'Ama-no-gawa' at Grant St near Barnet Hwy.,http://forums.botanicalgarden.ubc.ca/threads/port-moody.85580/#post-355234,http://forums.botanicalgarden.ubc.ca/attachments/20170421_2amanogawa_grantbarnet_nadia-jpg.148623/,0,04/17,05/01
789,Ama-no-gawa,Port Moody,Suter Brook Way Port Moody,04/17-05/01,-122.8276990426636,49.279378445282234,4069,4 'Ama-no-gawa' on the building on Ioco Rd & Suterbrook Way,http://forums.botanicalgarden.ubc.ca/threads/port-moody.85580/#post-355236,http://forums.botanicalgarden.ubc.ca/attachments/20170421_amanogawa_iocosuterbrookway_nadia-8-jpg.148629/,0,04/17,05/01
790,Ama-no-gawa,Port Coquitlam,2147 Shaughnessy St,04/12-04/26,-122.78285806605533,49.25488029167442,4079,Line of 'Ama-no-gawa' at Shaughnessy St north from Pitt River.,http://forums.botanicalgarden.ubc.ca/threads/port-coquitlam.85696/#post-355351,http://forums.botanicalgarden.ubc.ca/attachments/20170424_amanogawa_shaughnessystpittriver_nadia-jpg.148790/,0,04/12,04/26
791,Ama-no-gawa,Port Coquitlam,2375 Shaughnessy St,04/12-04/26,-122.78277223536685,49.25829747148467,4082,Several .Ama-no-gawa. at Shaughnessy St. & Welcher Ave.,http://forums.botanicalgarden.ubc.ca/threads/port-coquitlam.85696/#post-355354,http://forums.botanicalgarden.ubc.ca/attachments/20170424_amanogawa_shaughnessystwelcher_nadia-jpg.148798/,0,04/12,04/26
792,Ama-no-gawa,Port Coquitlam,2840 Oxford St,04/12-04/26,-122.76703519252015,49.263885344934884,4088,'Ama-no-gawa' at Oxford & Lougheed (Starbucks).,http://forums.botanicalgarden.ubc.ca/threads/port-coquitlam.85696/#post-355366,http://forums.botanicalgarden.ubc.ca/attachments/20170424_amanogawa_lougheedoxford_nadia-jpg.148820/,0,04/12,04/26
793,Ama-no-gawa,Burnaby,306-404 MacDonald Ave,04/12-04/26,-123.01594151342772,49.28159216579094,4131,'Ama-no-gawa' at back line of Hastings & MacDonald Ave.,http://forums.botanicalgarden.ubc.ca/threads/burnaby.36481/page-11#post-355509,http://forums.botanicalgarden.ubc.ca/attachments/20170428_amanogawa_backlinehastingsmacdonald_nadia-jpg.149236/,0,04/12,04/26
794,Ama-no-gawa,Burnaby,3991-3997 BC-7,04/12-04/26,-123.01868004229738,49.265504111662246,4144,Several 'Ama-no-gawa' on the south side of Lougheed Hwy east from Boundary Rd.,http://forums.botanicalgarden.ubc.ca/threads/burnaby.36481/page-11#post-355531,http://forums.botanicalgarden.ubc.ca/attachments/20170428_amanogawa_-lougheedboundary_nadia-jpg.149311/,0,04/12,04/26
795,Ama-no-gawa,Dunbar-Southlands,3726 W 35th Ave,04/12-04/26,-123.18707448867036,49.24036619830411,4169,Very young (in 2017) 'Ama-no-gawa' on 35th west of Dunbar.,http://forums.botanicalgarden.ubc.ca/posts/355740,http://forums.botanicalgarden.ubc.ca/attachments/20170504_151812-jpg.149738/,0,04/12,04/26
796,Ama-no-gawa,Kitsilano,2124 W 8th Ave,04/12-04/26,-123.15349859622194,49.26468059419715,4184,Two 'Ama-no-gawa' at the head of walkway leading to 2124-2144 West 8th Ave,http://forums.botanicalgarden.ubc.ca/posts/355776,http://forums.botanicalgarden.ubc.ca/attachments/20170506_140945-jpg.149802/,0,04/12,04/26
797,Ama-no-gawa,Langley ,2983-3025 Aldergrove-Bellingham Hwy,04/12-04/26,-122.49297780421449,49.05700367055454,4189,"Several 'Ama-no-gawa' at St. Dunstan Anglican Church, 3025 264 St, Aldergrove",http://forums.botanicalgarden.ubc.ca/threads/langley-city-and-township.61668/page-3#post-355799,http://forums.botanicalgarden.ubc.ca/attachments/20170506_amanogawa_st-dunstananglicanchurch-3025-264-st-aldergrove_benishidare_nadiawhiterock-jpg.149866/,0,04/12,04/26
798,Ama-no-gawa,Langley ,5656-5660 201a St,04/12-04/26,-122.66396862891389,49.10655860752019,4194,Several 'Ama-no-gawa' at Fraser Hwy & 201a St.,http://forums.botanicalgarden.ubc.ca/threads/langley-city-and-township.61668/page-3#post-355833,http://forums.botanicalgarden.ubc.ca/attachments/20170506_amanogawa_fraser-201a_-jpg.149915/,0,04/12,04/26
799,Ama-no-gawa,Burnaby,6648 Curtis St,04/12-04/26,-122.96620406260064,49.27512115786208,4365,"A few 'Ama-no'gawa' in a tight cluster, giving the impression of a single nice tree. On the south side of Curtis just west of Grove Ave.",http://forums.botanicalgarden.ubc.ca/threads/burnaby.36481/page-13#post-362937,http://forums.botanicalgarden.ubc.ca/attachments/ama-no-gawa_curtisgrove_cutler_2018_04_27_p1340317-jpg.157265/,0,04/12,04/26
800,Asagi,White Rock / South Surrey,Amble Greene Dr near 18A Ave ,04/21-04/28,-122.85459,49.0362,2159,"Amble Greene Dr near from 18a Ave, 'Asagi' or 'Ukon' cherry",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293100&postcount=179,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101427&d=1335657666,0,04/21,04/28
801,Atsumori,West Point Grey,14th west of Wallace,04/05-04/17,-123.192314,49.259823,1115,West Point Grey - one tree on south side of the street,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=194773&postcount=8,http://www.vcbf.ca/images/stories/20090422_w14wallace_atsumori_eng_4020.jpg,0,04/05,04/17
805,Autumnalis Rosea,Dunbar-Southlands,SW Marine and SW Marine,02/07-03/03,-123.184502,49.230209,1117,Dunbar-Southlands - four trees,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=243787&postcount=37,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=75692&d=1264459665,0,02/07,03/03
806,Autumnalis Rosea,UBC,Chancellor Blvd near Theology Mall,02/07-03/03,-123.251823,49.272324,1118,Several 'Autumnalis Rosea' on the Chancellor Blvd. median near Newton Cr.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=128338&postcount=1,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=34779&d=1205483345; http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=34778&d=1205483314,0,02/07,03/03
807,Autumnalis Rosea,UBC,"UBC North Parkade, north of SUB",02/07-03/03,-123.250656,49.268547,1119,UBC -,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=191988&postcount=38,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=56105&d=1239236853; http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=56106&d=1239236853,0,02/07,03/03
808,Autumnalis Rosea,West End / Stanley Park,Lost Lagoon,01/31-02/25,-123.140564,49.293842,1120,"West End / Stanley Park - Three 'Autumnalis Rosea' trees, two near the lagoon and one across the path, at Lost Lagoon near the daycare.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=267950&postcount=170,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=87137&d=1294632675,0,01/31,02/25
809,Autumnalis Rosea,West End / Stanley Park,Nicola mini park at Pendrell,01/31-02/25,-123.13678,49.284855,1121,"West End / Stanley Park - 'Autumnalis Rosea' cherries and 'Whitcomb' cherries, three each, in Nicola mini park (at Pendrell)",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=244559&postcount=117,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=75825&d=1264830659,0,01/31,02/25
810,Autumnalis Rosea,West End / Stanley Park,Pacific St: n side Burrard to Thurlow,01/31-02/25,-123.13332,49.27772,1122,West End / Stanley Park - Autumnalis Rosea bloom from November thru March. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=120737&postcount=2,http://farm4.static.flickr.com/3326/3221322519_64dd819e24_o.jpg,0,01/31,02/25
811,Autumnalis Rosea,West End / Stanley Park,Thurlow at lane betw Burnaby and Harwood,01/31-02/25,-123.132706,49.279469,1123,"Two trees in the lane at Thurlow, west side.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=282930&postcount=17,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=87319&d=1296242315,0,01/31,02/25
812,Autumnalis Rosea,Strathcona,Cordova at Gore,02/07-03/03,-123.09867,49.28213,1515,"Three trees south side of street, opposite the jail, next to the Police Museum",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=268413&postcount=31,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=87295&d=1296117151,0,02/07,03/03
813,Autumnalis Rosea,Renfrew-Collingwood,Grandview Hwy and Renfrew,02/07-03/03,-123.04403,49.25838,1636,"Grandview Highway and Renfrew, in front of the McDonald's",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=244104&postcount=27,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=75766,0,02/07,03/03
814,Autumnalis Rosea,Renfrew-Collingwood,"Boundary, south of Grandview Hsy",02/07-03/03,-123.02396,49.2578,1637,"west side of Boundary Road, just south of Grandview Highway, at Wendy's",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=247097&postcount=29,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=76480,0,02/07,03/03
815,Autumnalis Rosea,Mount Pleasant,15th west of Yukon,02/07-03/03,-123.11398,49.25771,1646,"One pruned private tree on the south side of 15th west of Yukon, would not be worth a trip except that it would be instructional to compare it to the 'Accolade' trees nearby on Yukon north of 15th.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=245465&postcount=25,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=76048,0,02/07,03/03
816,Autumnalis Rosea,Hastings-Sunrise,"Nanaimo, Grant to Venables",02/07-03/03,-123.05641,49.27205,1657,"Several 'Autumnalis Rosea' on the east side of Nanaimo. The block north of Parker has ten of them. Not an impressive sight, though, as these trees are not ever fully in bloom. Maybe someone will post a photo when they're looking good.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=270973&postcount=35,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=88444,0,02/07,03/03
817,Autumnalis Rosea,New Westminster,Douglas College on 8th Ave,02/07-03/03,-122.91342,49.203,1678,One tree outside Douglas Collect,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=243460&postcount=2,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=87300,0,02/07,03/03
818,Autumnalis Rosea,Richmond,7560 Blundell Road,02/07-03/03,-123.13757,49.1557,1714,Three on Blundell Road next to Chevron Gas station and bus stop.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=241519&postcount=39,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=87592,0,02/07,03/03
819,Autumnalis Rosea,Grandview-Woodland,"Templeton, Graveley to 1st",02/07-03/03,-123.06003,49.26993,1798,"Ten 'Autumnalis Rosea' trees (five on each side), between Graveley Street and E. 1 Avenue",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=247267&postcount=25,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=76637,0,02/07,03/03
820,Autumnalis Rosea,Fairview,Old Bridge Walk at Lamey's Mill Road,02/07-03/03,-123.13713,49.26892,1799,Nine 'Autumnalis Rosea' trees on Old Bridge Walk at Lamey's Mill Road,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=268411&postcount=57,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=87285,0,02/07,03/03
821,Autumnalis Rosea,Strathcona,"Gore at Cordova, behind Firehall Theatre",02/07-03/03,-123.09782,49.28194,1800,"One or two 'Autumnalis Rosea' behind the Firehall Theatre on Gore at Cordova, with a 'Whitcomb'.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=268413&postcount=31,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=87295,0,02/07,03/03
