,Cultivar,Neighborhood,Location,Blooming,Longitude,Latitude,id,Description,ForumLink,PicLink,Favorate,Start,End
689,Ama-no-gawa,Downtown,Bayshore Hotel inner courtyard,04/05-04/19,-123.128868,49.292637,1107,Downtown - one tree against the building at the north side of the building in the garden,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=195673&postcount=53,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=58550&d=1240897691; http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=58551&d=1240897691,0,04/05,04/19
690,Ama-no-gawa,Kitsilano,"1st and Maple, ne corner",04/12-04/26,-123.150024,49.270828,1109,Kitsilano - several trees outside an apartment building,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=198953&postcount=57,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=60246&d=1242193638,0,04/12,04/26
691,Ama-no-gawa,Kitsilano,Larch between 4th and 5th,04/12-04/26,-123.162468,49.267735,1110,"Kitsilano - Two 'Amanogawa' on Larch, west side, between 4th and 5th
",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337033&postcount=189,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132040&d=1429078747,0,04/12,04/26
692,Ama-no-gawa,UBC,University at Main Mall,04/12-04/26,-123.252396,49.265228,1111,UBC - A very tall thin Amanogawa in front of building on University east of Main Mall. Flowers are very high up. Blooms late April.,,,0,04/12,04/26
693,Ama-no-gawa,West End / Stanley Park,Chilco at Alberni,04/09-04/23,-123.137436,49.293903,1113,West End / Stanley Park - small trees at apartment building entrance,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=137883&postcount=50,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=39026&d=1209102382,0,04/09,04/23
694,Ama-no-gawa,Fairview,South side of 12 Ave. between Oak & Laurel St.,04/12-04/26,-123.12576,49.26039,1444,,,,1,04/12,04/26
695,Ama-no-gawa,Richmond,Minoru Blvd and Westminster Hwy ???6 trees,04/12-04/26,-123.13989,49.16999,1507,,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=195393&postcount=22,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=58424&d=1240784814; http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=58425&d=1240784814; http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=58426&d=,1,04/12,04/26
696,Ama-no-gawa,Killarney,"48th & Wales, residential yard",04/12-04/26,-123.05179,49.22599,1517,,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=197357&postcount=64,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=59471&d=1241643165,0,04/12,04/26
697,Ama-no-gawa,Riley Park,40th and Quebec,04/12-04/26,-123.10398,49.23447,1532,"SW corner, 1 nice street tree",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=140083&postcount=25,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=40085&d=1209963194,0,04/12,04/26
698,Ama-no-gawa,Kensington-Cedar Cottage,"10th e of Commercial in parking lot 2 trees?, nice",04/12-04/26,-123.0688,49.26126,1546,There are also three skinny 'Amanogawa' off the back lane at 11th east of Commercial,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=139722&postcount=66,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=39917&d=1209777368,0,04/12,04/26
699,Ama-no-gawa,Richmond,the corner of McMillan Way and Westminster Hwy,04/12-04/26,-122.99369,49.16887,1724,6 of them located wrapping the corner,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274559&postcount=109,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91015,1,04/12,04/26
700,Ama-no-gawa,Richmond,8120 Granville Road,04/12-04/26,-123.13445,49.16251,1725,,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=273967&postcount=103,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90640,0,04/12,04/26
701,Ama-no-gawa,Richmond,8644 Jones St,04/12-04/26,-123.12621,49.15764,1726,6 trees in the driveway,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=273568&postcount=96,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90419,0,04/12,04/26
702,Ama-no-gawa,Richmond,Sandman Hotel,04/12-04/26,-123.11423,49.19089,1727,4 trees along the driveway,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=191077&postcount=10,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=55645&d=1238621366,0,04/12,04/26
703,Ama-no-gawa,South Cambie,16th at Willow,04/12-04/26,-123.12268,49.25693,1772,Eight trees at apartment building entrance west of Willow.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=252061&postcount=25,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80384,1,04/12,04/26
704,Ama-no-gawa,Fairview,16th at Willow,04/12-04/26,-123.12258,49.25719,1773,"One private tree on 16th west of Willow, across from 8 of them.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=252062&postcount=56,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=80390,0,04/12,04/26
705,Ama-no-gawa,Kitsilano,2nd and Larch,04/12-04/26,-123.162,49.2702,1774,Nice 'Amanogawa' on the NE corner of 2nd and Larch,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274519&postcount=97,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=91005,0,04/12,04/26
706,Ama-no-gawa,West End / Stanley Park,Bute and Alberni,04/09-04/23,-123.12594,49.28662,1775,"Seventeen trees, on Bute and on Alberni, along the new liquor store",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=274516&postcount=211,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90990,1,04/09,04/23
707,Ama-no-gawa,White Rock / South Surrey,Semiahmoo shopping parking from 152 St,04/12-04/26,-122.80138,49.03409,2113,Entrance to Semiahmoo shopping parking from 152 St. Four 'Amanogawa' cherries,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292672&postcount=151,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101128&d=1335302461,0,04/12,04/26
708,Ama-no-gawa,White Rock / South Surrey,18 Ave and 152 St,04/12-04/26,-122.80102,49.035,2114,18 Ave and 152 St ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292796&postcount=161,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101131&d=1335302982,0,04/12,04/26
709,Ama-no-gawa,White Rock / South Surrey,2099-152St,04/12-04/26,-122.8014,49.03896,2115,"2099-152St, very tall 'Amanogawa' tree",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292796&postcount=161,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101137&d=1335303406,1,04/12,04/26
710,Ama-no-gawa,White Rock / South Surrey,148A St and 22 Ave ,04/12-04/26,-122.81075,49.04243,2119,"Corner of 148A St and 22 Ave, 6'Amanogawa' trees ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292746&postcount=154,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101051&d=1335238198,0,04/12,04/26
711,Ama-no-gawa,White Rock / South Surrey,1222 King George Hwy ,04/12-04/26,-122.76548,49.02416,2120,"1222 King George Hwy, 15 'Amanogawa' trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292728&postcount=153,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101036&d=1335221717,0,04/12,04/26
712,Ama-no-gawa,White Rock / South Surrey,26 Ave west from King George Hwy,04/12-04/26,-122.79835,49.04912,2132,"26 Ave west from King George Hwy, 7 'Amanogawa' trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292876&postcount=165,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101221&d=1335400482,0,04/12,04/26
713,Ama-no-gawa,White Rock / South Surrey,"New street from 26 Ave, west from 160 St",04/12-04/26,-122.77974,49.04948,2133,"New street from 26 Ave, west from 160 St, 21 'Amanogawa' cherries ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292877&postcount=166,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101228&d=1335402055,0,04/12,04/26
714,Ama-no-gawa,White Rock / South Surrey,140 St between 18 Ave and 16 Ave,04/12-04/26,-122.83453,49.03347,2136,Four 'Amanogawa' at 140 St between 18 Ave and 16 Ave. Two best trees along west side of 140 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292934&postcount=169,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101298&d=1335479778,0,04/12,04/26
715,Ama-no-gawa,White Rock / South Surrey,Blackburn Ave and Archibald,04/12-04/26,-122.8235,49.02924,2139,"Blackburn Ave and Archibald, four trees around a house",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292940&postcount=172,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101314&d=1335483470,0,04/12,04/26
716,Ama-no-gawa,White Rock / South Surrey,2424A Ave near 150 St,04/12-04/26,-122.80816,49.04663,2144,One 'Amanogawa' at 24A Ave near 150 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292963&postcount=176,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101345&d=1335497164,0,04/12,04/26
717,Ama-no-gawa,White Rock / South Surrey,26 Ave and 149 St,04/12-04/26,-122.80994,49.04976,2145,Amanogawa at 26 Ave and 149 St,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292963&postcount=176,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101347&d=1335497164,0,04/12,04/26
718,Ama-no-gawa,White Rock / South Surrey,148 Str between 17 and 18 Avenues,04/12-04/26,-122.81296,49.03397,2181,"In school area at 148 Str between 17 and 18 Avenues, two 'Amanogawa' trees ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293412&postcount=203,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101782&d=1335929249,0,04/12,04/26
719,Ama-no-gawa,White Rock / South Surrey,147A St between 28 and 30 Avenues,04/12-04/26,-122.81253,49.05434,2182,"14147A St between 28 and 30 Avenues, 'Amanogawa' trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293413&postcount=204,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101783&d=1335929501,0,04/12,04/26
720,Ama-no-gawa,White Rock / South Surrey,143 St and 34 Ave,04/12-04/26,-122.82674,49.06334,2184,143 St and 34 Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293416&postcount=206,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101800&d=1335931550,0,04/12,04/26
721,Ama-no-gawa,Kensington-Cedar Cottage,"E.30, Fraser",04/12-04/26,-123.09021174736023,49.24377801694779,2309,'Amanogawa' trees on the NE corner of E. 30th and Fraser Street,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309875,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111334,1,04/12,04/26
722,Ama-no-gawa,North Vancouver,Tempe Knoll Dr.,04/12-04/26,-123.05689,49.33437,2330,Three attractive 'Amanogawa' between 2786 and 2766 Tempe Knoll Dr. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293521,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101932,0,04/12,04/26
723,Ama-no-gawa,North Vancouver,East 2t Street (Btw Eastern Ave. and St Geroges Ave.),04/12-04/26,-123.07022,49.33419,2406,Two tall and pretty 'Amanogawa' trees located in E.27th Street at Eastern Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310823,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112654,0,04/12,04/26
724,Ama-no-gawa,North Vancouver,The manor at Edgement,04/12-04/26,-123.1096,49.34388,2407,5 small 'Amanogawa' trees located in 3750 Edgemont Road,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310824,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112662,0,04/12,04/26
725,Ama-no-gawa,West Point Grey,Sasamat and 15th,04/12-04/26,-123.20947,49.25911,2427,"One very tall 'Amanogawa' on Sasamat at 15th, SW corner",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310984,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112858,0,04/12,04/26
726,Ama-no-gawa,North Vancouver,East 27th  St. and Eastern,04/12-04/26,-123.0701,49.33422,2442,Two tall and pretty 'Amanogawa' trees located in E.27th Street at Eastern Ave (Between St. Georges Ave.and Eastern Ave),http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310823,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112654,0,04/12,04/26
727,Ama-no-gawa,Shaughnessy,VanDusen GrtL,04/17-05/01,-123.13328,49.23931,2455,One 'Amanogawa' on the Great Lawn of VanDusen,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311286,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113212,0,04/17,05/01
728,Ama-no-gawa,North Vancouver,Trillium Pl,04/12-04/26,-122.99787,49.31887,2468,A tall and beautiful 'Amanogawa' at Trillium Pl at Emerson Way. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311384,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113280,0,04/12,04/26
729,Ama-no-gawa,North Vancouver,Walpole Crescent,04/12-04/26,-123.00091,49.32192,2469,Nice 'Amanogawa' and two big 'Kanzan' near the end of Walpole Crescent,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311386,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113288,0,04/12,04/26
730,Ama-no-gawa,Richmond,"No. 1 Rd, Moncton",04/12-04/26,-123.18106,49.12563,2475,"Five trees of 'Amanogawa' by the east side bus stop of No. 1 Road, just north of Moncton Street",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311454,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113371,0,04/12,04/26
731,Ama-no-gawa,Burnaby,Beta ,04/12-04/26,-122.99741,49.25578,2591,Single Amanogawa outside BC Dairy offices across the street from all the Kanzan's in the BCAA parking lot.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325550&postcount=109,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122315,0,04/12,04/26
732,Ama-no-gawa,White Rock / South Surrey,"34Ave and 152Str, 32 ave",04/12-04/26,-122.79936,49.06282,2617,"between 152 Str, 34 Ave, Rosemary Heights Crs. and 32 Ave, inside this area around 30 'Ama-no-gawa' trees",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325812&postcount=272,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122693,0,04/12,04/26
733,Ama-no-gawa,Langley ,Willowbrook shopping center,04/12-04/26,-122.6748,49.11745,2630,"Willowbrook shopping center,5 'Amanogawa'",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325959&postcount=7,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122854,0,04/12,04/26
734,Ama-no-gawa,Chilliwack,Topaz and Luckakuck way,04/12-04/26,-121.96687,49.14147,2649,Topaz and Luckakuck way 5 'Ama-no-gawa,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326103&postcount=3,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123029,0,04/12,04/26
735,Ama-no-gawa,Chilliwack,Luckakuck Way near Amber Dr,04/12-04/26,-121.97129,49.14244,2650,3 beautiful 'Amanogawa' on Luckakuck Way near Amber Dr,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326106&postcount=5,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123031,0,04/12,04/26
736,Ama-no-gawa,White Rock / South Surrey,Martin Dr to Semiahmoo Shopping Centre ,04/12-04/26,-122.80468,49.03256,2657,3 'Ama-no-gawa' trees at western entrance from Martin Dr to Semiahmoo Shopping Centre ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326113&postcount=279,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123047,0,04/12,04/26
737,Ama-no-gawa,White Rock / South Surrey,156Str near 37ave,04/12-04/26,-122.79033,49.06965,2680,156Str near 37ave beautiful 'Amanogawa',http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326377&postcount=294,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123407,0,04/12,04/26
738,Ama-no-gawa,Kitsilano,Macdonald and 2nd,04/12-04/26,-123.16796,49.27044,2682,Two 'Ama-no-gawa' on the east side of Macdonald just north of 2nd Avenue.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326406,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123441,0,04/12,04/26
739,Ama-no-gawa,White Rock / South Surrey,Croydon dr. near 24 ave,04/12-04/26,-122.78269,49.04618,2689,4 'Amanogawa' trees on Croydon dr. near 24 ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326480&postcount=302,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123498,0,04/12,04/26
740,Ama-no-gawa,Richmond,7571 Moffatt Road,04/12-04/26,-123.14415,49.15742,2718,3 grown 'Amanogawa' at entrance of 7571 Moffatt Road,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310429&postcount=196,,0,04/12,04/26
741,Ama-no-gawa,White Rock / South Surrey,Semiahmoo Trail,04/12-04/26,-122.82101,49.06599,2752,From Semiahmoo Trail near Crescent Rd 3 'Amanogawa',http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=326793&postcount=306,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=123814,0,04/12,04/26
742,Ama-no-gawa,Kitsilano,"Yew, lane to east betw York and 1st",04/12-04/26,-123.15439981845094,49.2711747195123,2756,"Several 'Ama-no-gawa' on the south side of the lane east of Yew between York and 1st, almost the whole length of the block.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337073&postcount=190,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132099&d=1429149541,0,04/12,04/26
743,Ama-no-gawa,Fairview,1223 W 7th Ave,04/12-04/26,-123.13186757943726,49.26532534736744,3041,Tall beautiful \'Ama-no-gawa\' on the north side of 7th west of Alder.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336320&postcount=124,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130414&d=1427784706,0,04/12,04/26
744,Ama-no-gawa,White Rock / South Surrey,15177 Semiahmoo Shopping Centre,04/12-04/26,-122.80224230278787,49.03153335156702,3059,'Ama-no-gawa' near CIBC bank at 16ave & 152Str(Surrey side),http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336387&postcount=427,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130533&d=1427869940,0,04/12,04/26
745,Ama-no-gawa,Surrey,EB 84 Av FS Scott Rd Newton,04/12-04/26,-122.88953704264833,49.15574422885932,3073,Several 'Ama-no-gawa' at 120Str & 84Ave(south-east),http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336419&postcount=82,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130626&d=1427933014,0,04/12,04/26
746,Ama-no-gawa,Surrey,13771 72a Ave,04/12-04/26,-122.83898276713563,49.13470365418526,3083,10 'Amanogawa' at 138Str north from 72ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336411&postcount=78,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130578&d=1427929293,0,04/12,04/26
747,Ama-no-gawa,Surrey,15152-15198 Hyland Rd,04/12-04/26,-122.80186099436952,49.1185557292183,3084,4 'Amanogawa' at 152Str & 64ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336411&postcount=78,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130583&d=1427929707,0,04/12,04/26
748,Ama-no-gawa,White Rock / South Surrey,Vine Ave west of Oxford,04/12-04/26,-122.8139611522218,49.03014415997463,3088,'Ama-no-gawa' cherry at Vine Ave west of Oxford,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=292672&postcount=151,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=100985&d=1335157261,0,04/12,04/26
749,Ama-no-gawa,White Rock / South Surrey,13651-13757 20a Ave,04/12-04/26,-122.84363711276256,49.03961168090917,3089,'Ama-no-gawa' cherry at 20aAve & 136aAve,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336457&postcount=428,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130716&d=1428019575,0,04/12,04/26
750,Ama-no-gawa,White Rock / South Surrey,2508 Crescent Dr,04/12-04/26,-122.88169229426586,49.04827514759453,3091,'Ama-no-gawa' cherry at Seacrest Dr.  & Crescent Dr.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=293170&postcount=185,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=101590&d=1335752406,0,04/12,04/26
751,Ama-no-gawa,White Rock / South Surrey,1408 Johnston Rd,04/12-04/26,-122.80105633166505,49.02768192744027,3108,3 'Amanogawa' at Johnston Rd. north from Thrift Ave.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336499&postcount=434,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130800&d=1428100258,0,04/12,04/26
752,Ama-no-gawa,White Rock / South Surrey,12950 19 Ave,04/12-04/26,-122.86252183345033,49.036611851415415,3115,'Amanogawa' cherry at walking path between 129aStr & 19Ave ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336514&postcount=442,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130855&d=1428129053,0,04/12,04/26
753,Ama-no-gawa,Surrey,7246-7384 122 St,04/12-04/26,-122.88444084552003,49.13543369695602,3140,5 \'Amanogawa\' at 122Str north from 72Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336590&postcount=88,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131040&d=1428272577,0,04/12,04/26
754,Ama-no-gawa,Surrey,15351-15435 BC-10,04/12-04/26,-122.79869598773195,49.10470645126059,3142,About 15-20 'Ama-no-gawa' at shopping 152Str & 56Ave(north-east side of intersection),http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336589&postcount=87,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131028&d=1428271146,0,04/12,04/26
755,Ama-no-gawa,Surrey,5926 150 St,04/12-04/26,-122.80654949572755,49.11026910047692,3143,10 'Ama-no-gawa' trees at 150Str. north from 58Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336589&postcount=87,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131033&d=1428271333,0,04/12,04/26
756,Ama-no-gawa,Surrey,15136 60th Ave,04/12-04/26,-122.80283731845094,49.111533251963266,3144,2 'Ama-no-gawa' at 60Ave. near 151Str.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336589&postcount=87,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131035&d=1428271479,0,04/12,04/26
757,Ama-no-gawa,Surrey,6022-6050 150 St,04/12-04/26,-122.80631346133424,49.11201081191964,3145,Several 'Ama-no-gawa' at 60Ave. near 150Str.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336589&postcount=87,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131036&d=1428271479,0,04/12,04/26
758,Ama-no-gawa,South Cambie,3434 Laurel St,04/12-04/26,-123.1243161621399,49.25508667794991,3197,One not-too-healthy \'Ama-no-gawa\' on Laurel south of 18th,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336759&postcount=74,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131448&d=1428544784,0,04/12,04/26
759,Ama-no-gawa,White Rock / South Surrey,12731 Beckett Rd,04/12-04/26,-122.86924881365968,49.054684852929014,3231,2 beautiful 'Amanogawa' at Beckett Rd. from 128Str,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336892&postcount=451,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131719&d=1428799803,0,04/12,04/26
760,Ama-no-gawa,White Rock / South Surrey,1834 129a St,04/12-04/26,-122.86261839297487,49.03627423870104,3232,2 'Amanogawa' at trail near 129aStr and 19Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336892&postcount=451,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131721&d=1428799867,0,04/12,04/26
761,Ama-no-gawa,Kitsilano,1068 Maple St,04/12-04/26,-123.14982933428956,49.277012664374574,3245,'Ama-no-gawa' cherry trees at a building at Maple and Ogden-northeast corner,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336940&postcount=185,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131819&d=1428938501;http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131814&d=1428938255,0,04/12,04/26
762,Ama-no-gawa,White Rock / South Surrey,15491 Roper Ave,04/12-04/26,-122.79311699298097,49.025778967679,3265,'Ama-no-gawa' cherry at Roper Ave. between Best and Finlay Streets,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336981&postcount=456,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=131899&d=1428992934,0,04/12,04/26
763,Ama-no-gawa,Kitsilano,2721 W 7th Ave,04/12-04/26,-123.1670974927597,49.26587952278638,3283,Quite a tall 'Ama-no-gawa' in a yard on the north side of 7th west of Stephens,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337033&postcount=189,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132046&d=1429078809,0,04/12,04/26
764,Ama-no-gawa,Delta,4847-5101 Arthur Dr,04/12-04/26,-123.08189434436036,49.089880210152586,3286,7 'Ama-no-gawa' at Author Dr. from  Ladner Rd ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337070&postcount=22,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132090&d=1429148204,0,04/12,04/26
765,Ama-no-gawa,Delta,5116-5140 47a Ave,04/12-04/26,-123.0828009310074,49.089507828685974,3287,'Ama-no-gawa' at 47aAve & 51St and at 47a Ave & Ladner Trunk Rd,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337070&postcount=22,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132092&d=1429148880,0,04/12,04/26
766,Ama-no-gawa,Delta,4724-4728 57 St,04/12-04/26,-123.06462030767824,49.08835419836983,3299,Line of 'Ama-no-gawa' in front of Delta Minor Elementary. We could use closer photos!,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337084&postcount=29,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132153&d=1429159774,0,04/12,04/26
767,Ama-no-gawa,Surrey,7550 129a St,04/12-04/26,-122.86289734271242,49.14003833433954,3306,2 'Ama-no-gawa' at the entrance of GoodLife Fitness at 76Ave near 130Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=337135&postcount=113,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=132242&d=1429228229,0,04/12,04/26
